Area,Average Price,Projected Growth
Unit,204000.0,10.2
Unit,336203.0,10.2
Unit,800000.0,10.2
Unit,225000.0,10.2
Unit,285000.0,10.2
Unit,200000.0,10.2
Unit,315000.0,10.2
Unit,215000.0,10.2
Unit,275000.0,10.2
Unit,580710.0,10.2
Unit,185000.0,10.2
Unit,205000.0,10.2
Unit,210000.0,10.2
Unit,255000.0,10.2
Unit,328900.0,10.2
Unit,377500.0,10.2
Unit,3076508.0,10.2
Unit,2010000.0,10.2
Unit,1600000.0,10.2
Unit,2230000.0,10.2
Unit,268000.0,10.2
Unit,1055000.0,10.2
Unit,268000.0,10.2
Unit,347200.0,10.2
Unit,310000.0,10.2
Unit,200000.0,10.2
Unit,950000.0,10.2
Unit,515000.0,10.2
Unit,350000.0,10.2
Unit,198300.0,10.2
Unit,300000.0,10.2
Unit,712450.0,10.2
Unit,211224.0,10.2
Unit,248016.0,10.2
Unit,1700000.0,10.2
Unit,470000.0,10.2
Unit,615000.0,10.2
Unit,490000.0,10.2
Unit,53613.0,10.2
Unit,2350000.0,10.2
Unit,2750000.0,10.2
Unit,820000.0,10.2
Unit,537500.0,10.2
Unit,450000.0,10.2
Unit,225000.0,10.2
Unit,2500000.0,10.2
Unit,421000.0,10.2
Unit,1300000.0,10.2
Unit,1800454.0,10.2
Unit,225000.0,10.2
Unit,1200000.0,10.2
Unit,1750000.0,10.2
Unit,1300000.0,10.2
Unit,300000.0,10.2
Unit,413852.0,10.2
Unit,570000.0,10.2
Unit,885500.0,10.2
Unit,1800000.0,10.2
Unit,2425000.0,10.2
Unit,780000.0,10.2
Unit,150000.0,10.2
Unit,2056575.0,10.2
Unit,748625.0,10.2
Unit,593250.0,10.2
Unit,756700.0,10.2
Unit,2300000.0,10.2
Unit,250000.0,10.2
Unit,230000.0,10.2
Unit,355000.0,10.2
Unit,850000.0,10.2
Unit,520000.0,10.2
Unit,1025000.0,10.2
Unit,560000.0,10.2
Unit,250000.0,10.2
Unit,560000.0,10.2
Unit,330000.0,10.2
Unit,410000.0,10.2
Unit,545055.0,10.2
Unit,1625582.0,10.2
Unit,737500.0,10.2
Unit,700000.0,10.2
Unit,450000.0,10.2
Unit,522042.0,10.2
Unit,750000.0,10.2
Unit,730000.0,10.2
Unit,725000.0,10.2
Unit,1650000.0,10.2
Unit,1175000.0,10.2
Unit,312000.0,10.2
Unit,598989.0,10.2
Unit,616706.0,10.2
Unit,835663.0,10.2
Unit,4500000.0,10.2
Unit,6353199.0,10.2
Unit,9000000.0,10.2
Unit,743138.0,10.2
Unit,2140000.0,10.2
Unit,485000.0,10.2
Unit,520000.0,10.2
Unit,980837.0,10.2
Unit,365000.0,10.2
Unit,1450000.0,10.2
Unit,1000000.0,10.2
Unit,1100000.0,10.2
Unit,572920.0,10.2
Unit,1072500.0,10.2
Unit,14000.0,10.2
Unit,275000.0,10.2
Unit,300000.0,10.2
Unit,638846.0,10.2
Unit,300000.0,10.2
Unit,330000.0,10.2
Unit,525000.0,10.2
Unit,437373.0,10.2
Unit,290000.0,10.2
Unit,300000.0,10.2
Unit,1100000.0,10.2
Unit,1000000.0,10.2
Unit,395000.0,10.2
Unit,1000000.0,10.2
Unit,850000.0,10.2
Unit,390000.0,10.2
Unit,875000.0,10.2
